isil,previous_name_original,previous_name_normalized
IT-BO0537,Biblioteca Orlando Pezzoli del Quartiere Reno,Biblioteca Orlando Pezzoli del Quartiere Reno
IT-BO0538,"Biblioteca del Settore promozione, controlli e statistica del Comune di Bologna","Biblioteca del Settore promozione, controlli e statistica del Comune di Bologna"
IT-BO0540,"Biblioteca del Dipartimento di ingegneria delle strutture, dei trasporti, delle acque, del rilevamento, del territorio dell'Università degli studi di Bologna","Biblioteca del Dipartimento di ingegneria delle strutture, dei trasporti, delle acque, del rilevamento, del territorio dell'Università degli studi di Bologna"
IT-BO0540,Biblioteca del DISTART dell'Università degli studi di Bologna,Biblioteca del DISTART dell'Università degli studi di Bologna
IT-BO0540,"Biblioteca Interdipartimentale di Ingegneria e Architettura. Biblioteca ""Giovanni Michelucci"" (DICAM)","Biblioteca Interdipartimentale di Ingegneria e Architettura. Biblioteca ""Giovanni Michelucci"" (DICAM)"
IT-BO0542,"Biblioteca del Dipartimento di medicina interna, cardioangiologia, epatologia dell'Università degli studi di Bologna","Biblioteca del Dipartimento di medicina interna, cardioangiologia, epatologia dell'Università degli studi di Bologna"
IT-BO0543,Biblioteca del CITAM dell'Università degli studi di Bologna,Biblioteca del CITAM dell'Università degli studi di Bologna
IT-BO0548,Biblioteca dell'IRA. Stazione radioastronomica di Medicina del CNR,Biblioteca dell'IRA. Stazione radioastronomica di Medicina del CNR
IT-BO0553,Archivio generale arcivescovile,Archivio generale arcivescovile
IT-BO0555,Biblioteca Masetti Zannini,Biblioteca Masetti Zannini
IT-BO0558,Biblioteca del Liceo ginnasio statale Luigi Galvani,Biblioteca del Liceo ginnasio statale Luigi Galvani
IT-BO0559,Biblioteca del Consiglio dell'Ordine degli avvocati,Biblioteca del Consiglio dell'Ordine degli avvocati
IT-BO0559,Biblioteca dell'Ordine degli Avvocati di Bologna,Biblioteca dell'Ordine degli Avvocati di Bologna
IT-BO0559,"Biblioteca dell'Ordine degli Avvocati di Bologna ""Fulvio Croce""","Biblioteca dell'Ordine degli Avvocati di Bologna ""Fulvio Croce"""
IT-BO0560,Biblioteca comunale,Biblioteca comunale
IT-BO0560,Biblioteca comunale,Biblioteca comunale
IT-BO0560,Biblioteca comunale di Argelato,Biblioteca comunale di Argelato
IT-BO0563,Biblioteca comunale centrale di Sala Borsa,Biblioteca comunale centrale di Sala Borsa
IT-BO0563,Biblioteca Sala Borsa,Biblioteca Sala Borsa
IT-BO0565,Biblioteca-Archivio del Centro italiano di documentazione sulla cooperazione e l'economia sociale,Biblioteca-Archivio del Centro italiano di documentazione sulla cooperazione e l'economia sociale
IT-BO0565,Centro italiano di documentazione sulla cooperazione e l'economia sociale,Centro italiano di documentazione sulla cooperazione e l'economia sociale
IT-BO0565,Fondazione Ivano Barberini per lo studio e la divulgazione della storia e civiltÃ  della cooperazione,Fondazione Ivano Barberini per lo studio e la divulgazione della storia e civiltÃ della cooperazione
IT-BO0566,Biblioteca Bozzano-De Boni,Biblioteca Bozzano-De Boni
IT-BO0567,"Centro di documentazione ""Flavia Madaschi"". Cassero LGBT Center","Centro di documentazione ""Flavia Madaschi"". Cassero LGBT Center"
IT-BO0567,Centro di Documentazione Flavia Madaschi. Cassero Lgbti+ Center,Centro di Documentazione Flavia Madaschi. Cassero Lgbti+ Center
IT-BO0567,Centro di documentazione gay e lesbico Il Cassero,Centro di documentazione gay e lesbico Il Cassero
IT-BO0569,Biblioteca del Museo storico didattico della tappezzeria,Biblioteca del Museo storico didattico della tappezzeria
IT-BO0570,Biblioteca del centro Studi D'Arte Estremo-Orientale,Biblioteca del centro Studi D'Arte Estremo-Orientale
IT-BO0572,Biblioteca dell'UISP,Biblioteca dell'UISP
IT-BO0572,Biblioteca dell'Unione italiana sport popolare,Biblioteca dell'Unione italiana sport popolare
IT-BO0574,Biblioteca dell'Agenzia sanitaria e sociale regionale,Biblioteca dell'Agenzia sanitaria e sociale regionale
IT-BO0574,Biblioteca per la Salute,Biblioteca per la Salute
IT-BO0574,Biblioteca sanità e politiche sociali,Biblioteca sanità e politiche sociali
IT-BO0576,Biblioteca Melograno,Biblioteca Melograno
IT-BO0578,Biblioteca Sportiva  - Centro studi Coni,Biblioteca Sportiva - Centro studi Coni
IT-BO0578,Biblioteca Sportiva - Comitato Regionale Coni E.R.,Biblioteca Sportiva - Comitato Regionale Coni E.R.
IT-BO0578,Biblioteca Sportiva del  Coni Provinciale,Biblioteca Sportiva del Coni Provinciale
IT-BO0578,Centro di documentazione metropolitano dello sport,Centro di documentazione metropolitano dello sport
IT-BO0578,Centro Studi e Documentazione Coni - Biblioteca Sportiva E.R.,Centro Studi e Documentazione Coni - Biblioteca Sportiva E.R.
IT-BO0579,Biblioteca comunale centrale di Sala Borsa. Sezione ragazzi,Biblioteca comunale centrale di Sala Borsa. Sezione ragazzi
IT-BO0579,Biblioteca Sala Borsa ragazzi,Biblioteca Sala Borsa ragazzi
IT-BO0579,Biblioteca Salaborsa. Sezione Ragazzi,Biblioteca Salaborsa. Sezione Ragazzi
IT-BO0581,Alma DL dell'Università degli studi di Bologna,Alma DL dell'Università degli studi di Bologna
IT-BO0581,Biblioteca digitale dell'Alma mater studiorum dell'Università degli studi diBologna,Biblioteca digitale dell'Alma mater studiorum dell'Università degli studi diBologna
IT-BO0583,Biblioteca della Fondazione Istituto per il lavoro,Biblioteca della Fondazione Istituto per il lavoro
IT-BO0584,Biblioteca dell'ARPA dell'Emilia-Romagna. Sede di Bologna,Biblioteca dell'ARPA dell'Emilia-Romagna. Sede di Bologna
IT-BO0586,Biblioteca del Liceo scientifico statale Augusto Righi,Biblioteca del Liceo scientifico statale Augusto Righi
IT-BO0587,Biblioteca del Liceo ginnasio statale Marco Minghetti,Biblioteca del Liceo ginnasio statale Marco Minghetti
IT-BO0588,Archivio storico della Provincia di Bologna,Archivio storico della Provincia di Bologna
IT-BO0589,Biblioteca del Museo civico archeologico Arsenio Crespella,Biblioteca del Museo civico archeologico Arsenio Crespella
IT-BO0589,Mediateca intercomunale di Rocca di Bazzano,Mediateca intercomunale di Rocca di Bazzano
IT-BO0593,Biblioteca del CISDI dell'Università degli studi di Bologna,Biblioteca del CISDI dell'Università degli studi di Bologna
IT-BO0599,Biblioteca dell'ISAC del CNR,Biblioteca dell'ISAC del CNR
IT-BO0600,Biblioteca del IASF del CNR,Biblioteca del IASF del CNR
IT-BO0601,Biblioteca dell'ISOF del CNR,Biblioteca dell'ISOF del CNR
IT-BO0602,Biblioteca dell'IMM del CNR,Biblioteca dell'IMM del CNR
IT-BO0603,Biblioteca dell'ISMN del CNR,Biblioteca dell'ISMN del CNR
IT-BO0604,Biblioteca dell'IRSiG del CNR,Biblioteca dell'IRSiG del CNR
IT-BO0604,Biblioteca dell'Istituto di ricerca sui sistemi giudiziari - IRSiG del CNR,Biblioteca dell'Istituto di ricerca sui sistemi giudiziari - IRSiG del CNR
IT-BO0604,Biblioteca IRSIG-CNR,Biblioteca IRSIG-CNR
IT-BO0605,Biblioteca dell'IBIMET del CNR,Biblioteca dell'IBIMET del CNR
IT-BO0609,Biblioteca dell'Ufficio istituti culturali della Provincia,Biblioteca dell'Ufficio istituti culturali della Provincia
IT-BO0611,Biblioteca comunale di San Pietro In Casale -  Biblioteca Ragazzi,Biblioteca comunale di San Pietro In Casale - Biblioteca Ragazzi
IT-BO0611,Biblioteca comunale di San Pietro in Casale - Sezione distaccata Ragazzi,Biblioteca comunale di San Pietro in Casale - Sezione distaccata Ragazzi
IT-BO0611,Biblioteca comunale. Sezione ragazzi,Biblioteca comunale. Sezione ragazzi
IT-BO0611,Biblioteca Ragazzi San Pietro in Casale ,Biblioteca Ragazzi San Pietro in Casale
IT-BO0612,"Biblioteca ""Centro Furio Jesi"" e Biblioteca ""Michele Ranchetti""","Biblioteca ""Centro Furio Jesi"" e Biblioteca ""Michele Ranchetti"""
IT-BO0612,Biblioteca Michele Ranchetti,Biblioteca Michele Ranchetti
IT-BO0614,Biblioteca del Centro imolese documentazione resistenza antifascista - CIDRA,Biblioteca del Centro imolese documentazione resistenza antifascista - CIDRA
IT-BO0614,Biblioteca del CIDRA,Biblioteca del CIDRA
IT-BO0617,Biblioteca Casa di Khaoula del Quartiere Navile,Biblioteca Casa di Khaoula del Quartiere Navile
IT-BO0617,Biblioteca multiculturale Casa di Khaoula,Biblioteca multiculturale Casa di Khaoula
IT-BO0618,Biblioteca dell'Istituto Nazionale di Geofisica e Vulcanologia - INGV,Biblioteca dell'Istituto Nazionale di Geofisica e Vulcanologia - INGV
IT-BO0621,Biblioteca del Collegio Superiore dell'Alma Master Studiorum Università di Bologna,Biblioteca del Collegio Superiore dell'Alma Master Studiorum Università di Bologna
IT-BO0622,Biblioteca dei Bambini,Biblioteca dei Bambini
IT-BO0622,Biblioteca dei bambini S. Mattia del Quartiere Saragozza,Biblioteca dei bambini S. Mattia del Quartiere Saragozza
IT-BO0623,Museo Diocesano,Museo Diocesano
IT-BO0625,"Biblioteca comunale ""Giulio Cesare Croce"" - Sezione ragazzi","Biblioteca comunale ""Giulio Cesare Croce"" - Sezione ragazzi"
IT-BO0625,Biblioteca comunale Giulio Cesare Croce. Sezione Ragazzi,Biblioteca comunale Giulio Cesare Croce. Sezione Ragazzi
IT-BO0625,Biblioteca G. Cesare Croce sezione ragazzi,Biblioteca G. Cesare Croce sezione ragazzi
IT-BO0627,Punto lettura Bollini-Speroni - Quartiere Saragozza,Punto lettura Bollini-Speroni - Quartiere Saragozza
IT-BO0627,Puntolettura Bollini-Speroni - Quartiere Saragozza,Puntolettura Bollini-Speroni - Quartiere Saragozza
IT-BO0627,Puntolettura Malpighi del quartiere Saragozza,Puntolettura Malpighi del quartiere Saragozza
IT-BO0628,Biblioteca La soffitta dei libri del quartiere San Vitale,Biblioteca La soffitta dei libri del quartiere San Vitale
IT-BO0628,Servizio Educativo Terrritoriale - La Soffitta dei Libri,Servizio Educativo Terrritoriale - La Soffitta dei Libri
IT-BO0628,Servizio Educativo Terrritoriale la Soffitta Dei Libri,Servizio Educativo Terrritoriale la Soffitta Dei Libri
IT-BO0630,Biblioteca del Centro Informazione Documentazione - Associazione Italiana Cultura Sport - CID-AICS,Biblioteca del Centro Informazione Documentazione - Associazione Italiana Cultura Sport - CID-AICS
IT-BO0630,Biblioteca del Centro Informazione Documentazione Sportiva - CID-AICS,Biblioteca del Centro Informazione Documentazione Sportiva - CID-AICS
IT-BO0632,Biblioteca Centro Europa Uno,Biblioteca Centro Europa Uno
IT-BO0636,Biblioteca del Centro Ri.E.Sco,Biblioteca del Centro Ri.E.Sco
IT-BO0636,Biblioteca del Centro Servizi Consulenza Risorse Educative Scolastiche Ri.E.Sco,Biblioteca del Centro Servizi Consulenza Risorse Educative Scolastiche Ri.E.Sco
IT-BO0636,Centro di  Documentazione - Laboratorio per un'Educazione Interculturale - CD/LEI,Centro di Documentazione - Laboratorio per un'Educazione Interculturale - CD/LEI
IT-BO0636,LabDocForm (Laboratorio di Documentazione e Formazione),LabDocForm (Laboratorio di Documentazione e Formazione)
IT-BO0637,Biblioteca ragazzi Pippi Calzelunghe,Biblioteca ragazzi Pippi Calzelunghe
IT-BO0638,Biblioteca di musica Vassura Baroncini,Biblioteca di musica Vassura Baroncini
IT-BO0641,Biblioteca del Museo Morandi - Istituzione Galleria d'Arte Moderna,Biblioteca del Museo Morandi - Istituzione Galleria d'Arte Moderna
IT-BO0641,Biblioteca della Galleria comunale d'arte moderna,Biblioteca della Galleria comunale d'arte moderna
IT-BO0643,Fototeca Istituto per i Beni Artistici e Culturali della Regione Emilia-Romagna,Fototeca Istituto per i Beni Artistici e Culturali della Regione Emilia-Romagna
IT-BO0645,Biblioteca del Liceo statale B. Rambaldi-L. Valeriani–Alessandro da Imola,Biblioteca del Liceo statale B. Rambaldi-L. Valeriani–Alessandro da Imola
IT-BO0753,Biblioteca della Fondazione Istituto Liszt onlus ,Biblioteca della Fondazione Istituto Liszt onlus
IT-BO0754,Biblioteca Il mondo incantato,Biblioteca Il mondo incantato
IT-BO0754,"Spazio lettura ""Il mondo incantato""","Spazio lettura ""Il mondo incantato"""
IT-BR0002,Biblioteca pubblica arcivescovile Annibale De Leo,Biblioteca pubblica arcivescovile Annibale De Leo
IT-BR0003,Biblioteca provinciale,Biblioteca provinciale
IT-BR0003,Polo Bibliomuseale-Biblioteca,Polo Bibliomuseale-Biblioteca
IT-BR0008,"Biblioteca comunale ""Ignazio Ciaia""","Biblioteca comunale ""Ignazio Ciaia"""
IT-BR0014,Biblioteca dell'Istituto Caterina Petraroli Specchia,Biblioteca dell'Istituto Caterina Petraroli Specchia
IT-BR0022,BIBLIOTECA PINACOTECA EMILIO NOTTE,BIBLIOTECA PINACOTECA EMILIO NOTTE
IT-BR0023,Biblioteca comunale,Biblioteca comunale
IT-BR0025,Biblioteca comunale Gilberto De Nitto,Biblioteca comunale Gilberto De Nitto
IT-BR0029,Biblioteca del Seminario Vescovile,Biblioteca del Seminario Vescovile
IT-BR0030,Biblioteca dell'Istituto magistrale di S. Maria degli Angeli,Biblioteca dell'Istituto magistrale di S. Maria degli Angeli
IT-BR0035,Biblioteca comunale,Biblioteca comunale
IT-BR0038,Biblioteca del CRSEC BR/20,Biblioteca del CRSEC BR/20
IT-BR0040,Biblioteca comunale,Biblioteca comunale
IT-BR0041,Biblioteca del CRSEC,Biblioteca del CRSEC
IT-BR0042,Biblioteca del Museo archeologico provinciale Francesco Ribezzo,Biblioteca del Museo archeologico provinciale Francesco Ribezzo
IT-BR0043,Biblioteca dell'Ordine degli avvocati,Biblioteca dell'Ordine degli avvocati
IT-BR0046,Biblioteca del CRSEC,Biblioteca del CRSEC
IT-BR0047,Biblioteca del Museo archeologico nazionale di Egnazia,Biblioteca del Museo archeologico nazionale di Egnazia
IT-BR0049,Biblioteca dell'Istituto tecnico industriale statale Enrico Fermi,Biblioteca dell'Istituto tecnico industriale statale Enrico Fermi
IT-BR0049,Biblioteca ITIS Fermi,Biblioteca ITIS Fermi
IT-BR0051,Biblioteca Scolastica Leonardo da Vinci - Dante Alighieri,Biblioteca Scolastica Leonardo da Vinci - Dante Alighieri
IT-BR0056,Biblioteca Comunale,Biblioteca Comunale
IT-BS0004,Biblioteca Comunale,Biblioteca Comunale
IT-BS0006,Biblioteca comunale,Biblioteca comunale
IT-BS0007,Biblioteca comunale,Biblioteca comunale
IT-BS0012,Biblioteca dell'Eremo dei SS. Pietro e Paolo,Biblioteca dell'Eremo dei SS. Pietro e Paolo
IT-BS0020,Biblioteca comunale,Biblioteca comunale
IT-BS0022,Biblioteca comunale,Biblioteca comunale
IT-BS0024,Biblioteca comunale,Biblioteca comunale
IT-BS0025,Biblioteca Comprensiorale di Breno,Biblioteca Comprensiorale di Breno
IT-BS0025,Biblioteca Comprensoriale di Breno,Biblioteca Comprensoriale di Breno
IT-BS0025,Biblioteca comunale,Biblioteca comunale
IT-BS0026,Biblioteca civica Queriniana,Biblioteca civica Queriniana
IT-BS0027,Biblioteca medica degli Spedali civili,Biblioteca medica degli Spedali civili
IT-BS0031,Biblioteca del Seminario vescovile diocesano,Biblioteca del Seminario vescovile diocesano
IT-BS0031,Biblioteca Diocesana,Biblioteca Diocesana
IT-BS0032,Biblioteca del Centro di ricerca non violenta,Biblioteca del Centro di ricerca non violenta
IT-BS0032,Biblioteca del Centro per la non violenza,Biblioteca del Centro per la non violenza
